0,68,64,80
160,61,68,80
0,54,61,80
0,51,32,80
0,58,44,80
160,68,62,80
0,76,72,80
0,51,44,80
0,56,44,80
160,63,41,160
0,67,55,160
0,70,46,160
0,53,36,160
0,58,36,160
0,60,41,160
120,76,58,120
0,63,39,160
80,75,55,120
80,60,35,160
40,85,58,120
120,81,66,120
0,67,46,160
120,82,64,120
40,61,45,160
80,80,75,120
80,65,60,160
0,77,77,160
0,56,38,160
0,64,56,160
160,71,44,160
0,75,59,160
160,71,47,160
0,63,38,160
160,80,62,160
0,49,39,160
160,62,44,160
0,65,33,160
0,61,30,160
160,72,48,160
0,54,38,160
160,78,68,160
0,43,43,160
160,63,41,160
0,57,33,160
160,70,46,160
0,54,36,160
160,78,66,180
0,46,48,160
160,61,48,160
0,58,36,160
160,71,43,160
0,53,32,160
160,79,64,160
0,44,39,160
160,66,48,160
0,63,35,160
160,70,41,160
0,53,31,160
160,79,64,160
0,42,48,160
160,54,41,160
0,59,33,160
160,72,43,160
0,46,32,160
160,73,53,160
0,49,36,160
160,63,43,160
0,59,31,160
160,70,43,160
0,51,33,160
160,80,68,160
0,42,51,160
160,63,41,160
0,58,33,160
160,70,41,160
0,48,30,160
160,78,54,160
0,39,33,160
160,61,40,160
0,58,30,160
160,70,41,160
0,54,34,160
160,80,59,160
0,47,39,160
160,60,33,160
0,58,28,160
160,70,44,160
0,46,34,160
160,67,42,160
0,48,32,160
160,75,53,160
0,44,35,160
160,62,41,160
0,58,32,160
160,70,36,160
0,53,29,160
160,74,48,160
0,49,34,160
160,61,33,160
0,59,26,160
160,70,36,160
0,53,28,160
160,75,53,160
0,46,33,160
160,63,41,160
0,59,33,160
160,72,49,160
0,54,33,160
160,73,54,160
0,37,38,160
160,60,38,160
0,59,29,160
160,70,41,160
0,58,31,160
160,80,58,160
0,40,37,160
160,70,48,160
0,59,30,160
160,75,53,160
0,54,36,160
160,65,42,160
0,63,35,160
160,74,48,160
0,58,37,160
160,81,63,160
0,47,37,160
160,61,42,160
0,58,34,160
160,75,44,160
0,54,31,160
160,75,53,160
0,46,38,160
160,65,42,160
0,64,34,160
160,72,48,160
0,53,37,160
160,77,56,160
0,46,36,160
160,60,41,160
0,62,30,160
160,70,43,160
0,58,32,160
160,80,62,160
0,44,40,160
160,70,49,160
0,63,36,160
160,79,49,160
0,56,32,160
160,89,68,160
0,42,38,160
160,62,40,160
0,58,30,160
160,70,43,160
0,53,35,160
160,80,68,160
0,46,40,160
160,68,51,160
0,58,37,160
160,75,52,160
0,52,38,160
160,75,61,160
0,45,41,160
160,64,41,160
0,58,30,160
160,70,41,160
0,53,33,160
160,77,59,160
0,42,36,160
160,61,45,160
0,57,34,160
160,61,43,160
0,53,32,160
160,76,64,160
0,4,45,160
160,61,43,160
0,58,34,160
160,70,44,160
0,53,32,160
160,84,68,160
0,44,42,160
160,61,53,160
0,61,38,160
160,70,50,160
0,53,34,160
160,81,78,160
0,47,63,160
160,68,47,160
0,65,36,160
160,73,46,160
0,53,32,160
160,84,70,160
0,47,42,160
160,64,40,160
0,65,34,160
160,70,45,160
0,53,38,160
160,81,82,160
0,42,52,160
160,61,61,160
0,61,42,160
160,74,54,160
0,53,38,160
160,78,64,160
0,53,44,160
160,60,42,160
0,52,35,160
160,71,56,160
0,56,36,160
160,84,79,160
0,42,55,160
160,66,54,160
0,63,38,160
160,75,51,160
0,52,36,160
160,79,64,160
0,46,48,160
160,65,48,160
0,58,33,160
160,71,41,160
0,53,32,160
160,80,64,160
0,46,39,160
160,68,49,160
0,63,36,160
160,73,45,160
0,53,35,160
160,79,67,160
0,44,44,160
160,64,41,160
0,58,28,160
160,70,38,160
0,53,28,160
160,82,49,200
0,55,30,320
160,45,35,160
0,44,35,160
160,72,43,160
0,54,33,160
160,77,53,160
0,45,38,160
160,61,39,160
0,59,30,160
160,65,43,160
0,53,34,160
160,74,53,160
0,39,35,160
160,61,39,160
0,59,40,160
160,70,41,160
0,56,30,160
160,82,64,160
0,46,43,160
160,66,42,160
0,64,33,160
160,71,39,160
0,53,29,160
160,79,51,160
0,49,30,160
160,62,41,160
0,59,30,160
160,73,43,160
0,53,34,160
160,82,62,160
0,39,38,160
160,62,39,160
0,61,28,160
160,70,38,160
0,53,28,160
160,79,54,160
0,40,32,160
160,64,40,160
0,63,30,160
160,73,47,160
0,58,35,160
160,80,59,160
0,45,40,160
160,69,49,160
0,63,34,160
160,75,49,160
0,56,41,160
160,81,70,160
0,41,53,160
160,67,44,160
0,63,34,160
160,74,51,160
0,55,34,160
160,80,69,160
0,49,43,160
160,68,42,160
0,63,43,160
160,79,43,160
0,63,34,160
160,77,58,160
0,46,36,160
160,63,43,160
0,59,30,160
160,70,42,160
0,59,34,160
160,74,53,160
0,46,34,160
160,62,38,160
0,63,29,160
160,70,38,160
0,53,29,160
160,77,54,160
0,44,34,160
160,63,41,160
0,58,32,160
160,73,44,160
0,54,34,160
160,77,57,160
0,46,39,160
160,61,43,160
0,63,31,160
160,70,42,160
0,53,32,160
160,81,70,160
0,47,35,160
160,61,38,160
0,58,27,160
160,71,42,160
0,49,32,160
160,76,53,160
0,40,38,160
160,62,45,160
0,59,34,160
160,72,44,160
0,57,34,160
160,81,66,160
0,41,40,160
160,62,39,160
0,59,28,160
160,70,34,160
0,57,28,160
160,79,51,160
0,46,33,160
160,80,56,160
0,44,38,160
160,73,43,160
0,63,35,160
160,77,53,160
0,51,43,160
160,73,51,160
0,63,34,160
160,77,53,160
0,58,36,160
160,78,61,160
0,51,36,160
160,63,38,160
0,58,28,160
160,70,43,160
0,55,32,160
160,77,57,160
0,49,34,160
160,64,39,160
0,63,30,160
160,70,45,160
0,53,34,160
160,77,59,160
0,39,42,160
160,62,47,160
0,59,34,160
160,75,56,160
0,46,36,160
160,75,56,160
0,49,30,160
160,69,48,160
0,46,34,160
160,80,58,160
0,4,33,160
160,61,37,160
0,59,28,160
160,70,39,160
0,53,29,160
160,77,56,160
0,47,34,160
160,61,42,160
0,59,36,160
160,64,41,160
0,57,34,160
160,75,52,160
0,37,32,160
160,63,48,160
0,54,36,160
160,69,47,160
0,53,33,160
160,79,65,160
0,39,50,160
160,65,49,160
0,55,34,160
160,70,47,160
0,55,36,160
160,79,64,160
0,42,44,160
160,62,45,160
0,59,30,160
160,70,42,160
0,53,32,160
160,79,64,160
0,42,40,160
160,62,45,160
0,58,34,160
160,72,45,160
0,56,30,160
160,79,62,160
0,47,46,160
160,61,41,160
0,62,34,160
160,72,40,160
0,53,29,160
160,75,48,160
0,39,37,160
160,60,42,160
0,58,30,160
160,70,48,160
0,46,33,160
160,68,45,160
0,48,33,160
160,77,53,160
0,49,32,160
160,73,55,160
0,49,33,160
160,63,38,160
0,58,28,160
160,72,44,160
0,49,32,160
160,72,55,160
0,0,36,160
160,61,39,160
0,54,32,160
160,77,54,160
0,39,32,160
160,61,44,160
0,59,30,160
160,65,51,160
0,53,43,160
160,81,86,160
0,42,61,160
160,68,71,160
0,62,46,160
160,89,87,160
0,57,65,160
160,79,78,160
0,63,60,160
160,82,85,120
0,79,72,120
120,94,94,120
0,52,64,120
120,92,76,120
0,80,68,120
120,83,77,120
0,62,55,120
120,92,90,120
0,56,52,120
120,91,93,120
0,51,62,120
120,74,70,120
0,65,52,120
120,73,71,120
0,68,51,120
120,79,72,120
0,51,45,120
120,84,76,60
0,48,38,60
120,66,68,120
0,58,52,120
120,79,63,120
0,48,40,120
120,77,61,120
0,53,40,120
120,82,66,120
0,53,34,120
120,92,55,120
0,57,35,120
120,93,54,60
0,65,31,120
120,92,75,240
0,41,31,600
240,84,61,260
240,97,68,120
0,80,51,120
0,73,36,120
0,63,35,120
120,89,66,120
0,77,40,120
0,69,41,120
0,90,65,120
0,73,48,120
120,99,80,360
0,58,39,120
120,80,63,240
0,90,63,240
0,92,59,240
0,70,43,240
240,99,60,120
0,93,90,92
78,58,52,80
720,65,59,1880
0,72,65,980
240,53,55,90
0,46,62,90
76,83,58,90
28,58,52,90
30,33,59,500
280,44,62,50
60,52,64,540
0,33,50,480
380,41,39,600
0,29,37,52,60
60,45,56,60
60,33,57,60
60,28,58,60
60,39,55,60
60,39,46,60
60,36,58,60
60,41,61,60
0,40,57,60
60,51,57,60
0,40,55,60
60,41,62,60
60,40,57,60
60,44,57,60
60,35,29,60
60,51,53,80
20,61,60,60
60,61,61,60
60,56,73,360
360,56,71,480
0,51,51,480
0,60,62,480
0,34,52,480
0,42,49,480
480,53,61,480
0,54,61,480
0,63,54,480
960,61,51,240
0,80,62,240
0,64,44,480
0,59,44,480
240,61,57,240
240,61,59,480
0,70,54,480
480,62,48,480
0,69,56,480
0,35,41,480
0,41,39,480
480,58,40,480
0,62,44,480
0,51,31,480
0,56,35,480
0,49,36,480
480,65,55,480
0,70,59,480
0,34,35,480
0,42,41,480
480,58,42,480
0,58,48,480
0,63,48,480
0,58,41,480
0,51,28,480
0,61,31,480
480,43,35,1440
0,58,46,1440
0,55,38,1440
480,42,31,475
240,67,46,240
0,58,39,960
0,48,31,475
360,71,37,240
240,70,45,240
0,38,35,480
240,75,49,240
240,67,42,480
0,74,43,480
0,61,35,480
240,69,48,240
240,69,44,480
0,71,48,240
0,52,29,480
0,58,36,480
0,55,34,480
420,70,45,60
60,82,55,240
0,61,48,240
0,58,48,240
0,58,51,240
420,77,44,60
60,79,51,240
0,61,47,240
0,56,48,240
0,55,48,240
240,72,58,1440
0,37,63,240
240,81,56,240
0,81,63,240
240,90,77,240
0,70,56,240
0,73,59,240
240,90,68,480
0,97,77,960
0,42,32,120
120,63,31,120
120,58,32,120
120,56,32,120
120,85,75,360
0,63,35,120
120,54,37,120
120,69,49,120
0,81,61,120
0,60,39,120
120,78,57,90
0,65,36,120
80,81,62,80
0,85,57,80
80,94,56,60
0,90,59,240
0,63,39,240
0,58,33,240
0,64,36,240
480,72,42,120
0,75,36,120
0,75,34,120
120,80,38,120
10,64,30,120
0,63,35,120
0,65,31,120
0,70,36,120
120,78,47,516
0,65,28,120
0,60,33,120
120,84,59,240
0,49,30,120
120,79,51,240
0,43,30,120
240,89,38,120
0,82,45,120
0,77,36,120
0,77,35,120
0,69,30,120
0,59,27,120
0,67,31,120
0,67,39,120
240,64,51,120
240,69,37,120
0,77,45,120
0,72,38,120
0,65,36,120
0,57,31,120
240,55,55,22
48,09,69,1440
0,64,68,120
0,78,77,120
0,39,43,120
0,46,53,120
240,60,56,120
0,68,63,120
0,76,75,120
0,51,38,60
0,56,41,60
0,60,51,60
120,67,54,120
0,75,59,120
0,78,66,120
0,57,49,120
0,56,54,120
240,66,53,120
0,70,58,120
0,63,51,120
0,68,64,120
0,51,55,120
120,65,60,120
0,78,73,120
0,58,54,120
120,68,61,120
0,73,58,120
0,70,59,120
120,68,54,120
0,78,69,120
0,61,47,120
120,66,49,120
120,59,47,120
120,78,62,480
0,75,59,240
0,70,66,240
0,51,51,120
0,58,52,120
240,48,64,120
0,71,75,120
0,49,66,120
0,49,62,120
0,62,71,120
480,92,103,120
0,75,93,120
0,45,72,120
0,51,76,120
240,87,95,120
0,70,71,120
120,70,71,120
0,69,75,120
0,68,75,120
120,68,72,120
0,72,74,120
0,70,79,120
120,68,71,120
120,57,66,120
40,75,73,120
0,84,90,120
0,58,60,120
120,80,75,120
0,91,80,120
0,92,90,120
0,68,68,120
0,77,90,120
0,77,108,120
0,61,77,120
0,61,77,120
0,54,72,120
180,79,81,120
0,82,71,120
120,82,78,120
0,82,78,120
0,85,93,120
0,41,58,120
0,51,75,120
120,74,78,120
0,77,76,120
120,83,78,120
0,84,83,120
0,90,90,120
0,59,60,120
0,66,74,120
180,77,65,50
0,80,73,54
60,86,76,120
0,86,85,120
0,60,58,120
120,74,68,120
0,68,67,120
0,71,71,120
120,86,81,120
120,80,82,120
0,67,76,180
0,51,70,180
0,60,66,180
0,61,72,180
120,82,76,120
120,87,78,120
0,72,54,180
0,75,70,180
0,59,52,180
0,61,56,180
120,77,70,120
120,85,70,120
120,80,71,120
120,87,85,120
0,76,56,180
0,83,52,180
0,68,53,180
0,57,42,180
0,51,39,180
120,86,67,120
120,99,66,120
120,92,60,120
120,99,69,120
0,65,39,120
0,63,38,120
0,60,38,120
0,67,35,120
0,71,37,120
0,79,45,120
0,71,32,120
0,65,30,120
240,68,61,120
720,74,39,120
240,71,37,160
0,77,42,120
0,60,31,160
160,65,33,102
0,58,29,120
180,70,37,120
0,54,29,120
120,74,42,120
120,81,44,120
0,54,31,960
0,53,31,960
0,58,29,960
120,61,35,120
120,61,30,120
120,68,39,120
120,82,51,120
0,60,35,120
120,86,44,120
120,92,51,120
0,64,48,160
120,93,55,120
40,91,42,120
120,93,49,120
120,98,58,120
120,99,57,120
120,99,54,120
0,48,58,120
120,91,57,130
120,99,58,130
0,66,35,240
120,93,54,130
120,88,55,130
120,91,56,130
120,99,58,130
120,92,62,140
120,99,60,140
120,98,65,140
0,61,29,480
0,66,28,480
8005,56,85,960
0,66,84,480
0,78,90,480
0,39,74,480
0,51,88,480
480,58,62,480
0,68,66,480
0,74,83,480
480,85,95,480
0,86,97,480
0,81,92,480
0,70,88,480
0,37,57,480
0,43,69,480
480,71,81,480
0,70,84,480
0,71,90,480
0,43,52,480
0,56,73,480
480,69,82,480
0,75,95,480
480,64,73,210
0,57,71,240
240,64,70,240
240,54,72,240
0,58,70,240
0,62,72,480
0,26,56,480
0,40,69,480
480,59,70,240
0,78,74,240
0,77,76,240
0,61,68,480
0,59,61,480
240,68,72,240
240,92,81,240
0,89,93,240
0,70,78,240
0,62,73,480
0,56,61,160
240,80,81,240
0,99,91,240
240,87,91,240
240,99,102,1200
0,38,98,240
0,39,73,240
0,51,90,240
480,65,54,240
0,59,44,240
240,58,52,240
0,66,64,240
0,59,52,240
240,66,63,14
0,69,57,480
0,76,73,480
0,61,46,480
0,59,52,480
480,52,45,240
0,58,53,240
240,61,52,240
0,67,56,240
0,64,55,240
240,76,71,480
0,81,70,480
0,70,51,480
0,62,51,480
240,69,56,240
0,84,62,240
240,86,66,240
0,91,54,240
0,58,52,240
0,53,50,240
0,56,45,240
240,68,53,240
0,78,55,240
0,57,40,240
0,55,51,240
240,66,54,240
0,74,64,240
0,68,55,240
0,57,37,240
0,58,36,240
0,58,38,240
240,57,50,240
0,65,52,240
0,72,65,240
0,50,39,240
240,66,58,11
0,58,45,230
120,70,56,240
0,72,52,240
0,75,64,240
0,54,38,240
240,64,55,240
0,70,66,240
0,49,30,240
240,57,35,216
0,62,43,240
0,68,52,240
0,57,36,240
240,56,42,240
0,63,55,120
0,59,35,120
0,48,32,240
120,73,49,60
120,67,60,20
0,46,32,180
0,53,33,180
0,59,40,180
240,59,51,180
0,66,60,180
0,69,62,120
0,32,32,60
0,44,36,60
120,66,46,60
0,61,35,60
0,37,33,60
0,49,41,60
120,39,42,60
0,47,47,60
120,56,52,240
0,69,56,120
0,58,48,120
0,61,50,120
0,39,37,60
0,51,37,60
120,61,55,60
120,64,59,120
0,39,47,60
0,51,58,60
120,74,70,60
120,64,66,180
0,70,80,120
0,57,58,180
0,50,52,180
0,54,51,180
0,45,44,180
0,51,52,180
120,62,59,60
120,59,64,180
0,63,64,120
0,65,64,120
0,52,44,120
120,61,56,120
0,79,77,120
0,57,46,120
0,60,49,120
0,59,45,120
120,58,49,120
0,58,48,120
0,66,60,120
0,70,71,120
48,52,44,240
0,48,57,240
180,61,56,60
0,75,70,60
60,66,59,480
0,76,68,240
0,70,68,240
0,49,46,480
0,52,52,480
240,68,55,240
0,75,57,240
240,68,50,240
0,78,53,240
0,67,47,240
0,58,38,240
240,55,37,240
0,61,45,240
240,54,39,240
0,60,42,240
0,57,40,240
240,56,42,240
0,69,51,240
0,59,40,240
0,53,40,240
240,63,41,180
0,53,35,180
0,57,35,180
0,37,36,60
0,51,37,60
120,68,48,60
0,52,35,60
60,64,39,60
0,47,40,60
120,66,47,60
120,59,49,180
0,63,56,180
0,68,58,120
0,40,44,60
0,52,47,60
120,75,44,60
120,64,53,180
0,66,56,120
0,51,38,180
0,56,43,180
0,56,40,180
240,65,48,120
0,76,56,60
0,41,43,240
60,70,48,60
60,72,56,120
0,42,47,240
0,54,57,240
720,67,60,480
0,78,66,480
0,53,59,480
480,83,73,240
0,92,88,240
0,41,56,480
0,58,58,480
240,80,68,240
0,79,58,240
240,79,66,240
0,84,69,480
0,66,47,480
240,82,56,240
0,82,54,240
240,72,46,90
0,72,48,90
0,42,36,480
240,71,40,240
240,70,38,240
0,50,21,54,580
0,61,35,475
120,61,34,120
240,68,35,1440
0,66,35,1440
0,53,37,960
0,54,34,960
240,74,43,1920
0,85,54,380
240,53,46,240
240,51,39,240
0,59,46,240
240,53,37,240
0,64,44,120
240,58,50,480
0,68,60,480
0,74,61,480
0,46,50,480
0,53,51,480
240,71,59,240
0,81,74,240
240,63,52,240
0,71,54,240
240,82,59,480
0,80,54,480
0,82,59,480
0,68,42,480
0,71,49,480
480,80,56,240
0,91,64,240
0,71,48,480
240,75,54,240
0,81,60,240
240,78,55,360
0,82,56,360
0,64,41,480
0,56,39,480
240,82,38,240
0,75,50,480
240,71,33,120
0,75,28,120
0,55,19,120
0,49,31,1200
720,52,17,120
720,73,46,120
0,35,34,960
0,51,33,960
240,68,42,228
240,56,25,228
240,61,37,228
120,70,46,60
60,70,45,60
60,73,57,360
0,50,35,240
0,60,36,240
0,64,42,240
360,67,46,120
120,65,45,960
40,75,65,240
0,60,46,480
0,68,54,960
480,75,58,240
0,61,51,480
